[2021-05-04 22:55:23]: [[0.3060942475420258, -237.635570113007, 510.5380476511415, 327.7298779909889, -814.1119263534523, 492.79959450340704, 102.84123996793136, 184.60349609037053, 743.5093875957103, 76.09664636971924]]
[2021-05-04 23:01:51]: [[0.3060942475420258, -237.635570113007, 510.5380476511415, 327.7298779909889, -814.1119263534523, 492.79959450340704, 102.84123996793136, 184.60349609037053, 743.5093875957103, 76.09664636971924]]
[2021-05-04 23:09:07]: [[0.3060942475420258, -237.635570113007, 510.5380476511415, 327.7298779909889, -814.1119263534523, 492.79959450340704, 102.84123996793136, 184.60349609037053, 743.5093875957103, 76.09664636971924]]
[2021-05-04 23:21:06]: [[0.3060942475420258, -237.635570113007, 510.5380476511415, 327.7298779909889, -814.1119263534523, 492.79959450340704, 102.84123996793136, 184.60349609037053, 743.5093875957103, 76.09664636971924]]
[2021-05-05 11:07:32]: [[0.3060942475420258, -237.635570113007, 510.5380476511415, 327.7298779909889, -814.1119263534523, 492.79959450340704, 102.84123996793136, 184.60349609037053, 743.5093875957103, 76.09664636971924]]
[2021-05-05 14:24:27]: [[0.3060942475420258, -237.635570113007, 510.5380476511415, 327.7298779909889, -814.1119263534523, 492.79959450340704, 102.84123996793136, 184.60349609037053, 743.5093875957103, 76.09664636971924]]
[2021-05-05 15:33:46]: [[0.3060942475420258, -237.635570113007, 510.5380476511415, 327.7298779909889, -814.1119263534523, 492.79959450340704, 102.84123996793136, 184.60349609037053, 743.5093875957103, 76.09664636971924]]
[2021-05-05 17:59:46]: [[0.3060942475420258, -237.635570113007, 510.5380476511415, 327.7298779909889, -814.1119263534523, 492.79959450340704, 102.84123996793136, 184.60349609037053, 743.5093875957103, 76.09664636971924]]
[2021-05-06 00:37:03]: [[0.3060942475420258, -237.635570113007, 510.5380476511415, 327.7298779909889, -814.1119263534523, 492.79959450340704, 102.84123996793136, 184.60349609037053, 743.5093875957103, 76.09664636971924]]
[2021-05-06 10:37:02]: [[0.3060942475420258, -237.635570113007, 510.5380476511415, 327.7298779909889, -814.1119263534523, 492.79959450340704, 102.84123996793136, 184.60349609037053, 743.5093875957103, 76.09664636971924]]
[2021-05-06 12:03:56]: [[0.3060942475420258, -237.635570113007, 510.5380476511415, 327.7298779909889, -814.1119263534523, 492.79959450340704, 102.84123996793136, 184.60349609037053, 743.5093875957103, 76.09664636971924]]
[2021-05-06 12:19:21]: [[0.3060942475420258, -237.635570113007, 510.5380476511415, 327.7298779909889, -814.1119263534523, 492.79959450340704, 102.84123996793136, 184.60349609037053, 743.5093875957103, 76.09664636971924]]
[2021-05-06 12:34:05]: [[0.3060942475420258, -237.635570113007, 510.5380476511415, 327.7298779909889, -814.1119263534523, 492.79959450340704, 102.84123996793136, 184.60349609037053, 743.5093875957103, 76.09664636971924]]
[2021-05-06 15:22:13]: [[0.3060942475420258, -237.635570113007, 510.5380476511415, 327.7298779909889, -814.1119263534523, 492.79959450340704, 102.84123996793136, 184.60349609037053, 743.5093875957103, 76.09664636971924]]
[2021-05-06 15:29:58]: [[0.3060942475420258, -237.635570113007, 510.5380476511415, 327.7298779909889, -814.1119263534523, 492.79959450340704, 102.84123996793136, 184.60349609037053, 743.5093875957103, 76.09664636971924]]
[2021-05-06 15:45:32]: [[0.3060942475420258, -237.635570113007, 510.5380476511415, 327.7298779909889, -814.1119263534523, 492.79959450340704, 102.84123996793136, 184.60349609037053, 743.5093875957103, 76.09664636971924]]
[2021-05-06 16:32:19]: [[0.3060942475420258, -237.635570113007, 510.5380476511415, 327.7298779909889, -814.1119263534523, 492.79959450340704, 102.84123996793136, 184.60349609037053, 743.5093875957103, 76.09664636971924]]
[2021-05-06 16:54:26]: [[0.3060942475420258, -237.635570113007, 510.5380476511415, 327.7298779909889, -814.1119263534523, 492.79959450340704, 102.84123996793136, 184.60349609037053, 743.5093875957103, 76.09664636971924]]
[2021-05-06 17:06:06]: [[0.3060942475420258, -237.635570113007, 510.5380476511415, 327.7298779909889, -814.1119263534523, 492.79959450340704, 102.84123996793136, 184.60349609037053, 743.5093875957103, 76.09664636971924]]
[2021-05-08 12:45:10]: [[0.3060942475420258, -237.635570113007, 510.5380476511415, 327.7298779909889, -814.1119263534523, 492.79959450340704, 102.84123996793136, 184.60349609037053, 743.5093875957103, 76.09664636971924]]
[2021-05-08 12:52:31]: [[0.3060942475420258, -237.635570113007, 510.5380476511415, 327.7298779909889, -814.1119263534523, 492.79959450340704, 102.84123996793136, 184.60349609037053, 743.5093875957103, 76.09664636971924]]
[2021-05-08 13:15:20]: [[0.3060942475420258, -237.635570113007, 510.5380476511415, 327.7298779909889, -814.1119263534523, 492.79959450340704, 102.84123996793136, 184.60349609037053, 743.5093875957103, 76.09664636971924]]
[2021-05-08 13:54:52]: [[0.3060942475420258, -237.635570113007, 510.5380476511415, 327.7298779909889, -814.1119263534523, 492.79959450340704, 102.84123996793136, 184.60349609037053, 743.5093875957103, 76.09664636971924]]
[2021-05-08 17:17:50]: [[0.3060942475420258, -237.635570113007, 510.5380476511415, 327.7298779909889, -814.1119263534523, 492.79959450340704, 102.84123996793136, 184.60349609037053, 743.5093875957103, 76.09664636971924]]
